id,section,domain,keywords,language,title,speaker,channel,format,durationMinutes,url,platform,viewCount,sourceTier,recommendation,status,collectedOn,notes,videoId,focusArea,publishedAt,subtitleLanguages,subtitleTracks,subtitlesVerified,subtitleVerificationScope,metadataVerifiedVia,metadataVerificationStatus,lastVerifiedAt,lastVerificationAttemptAt,metadataVerificationError,publishedAtVerified,seriesId,seriesTitle,seriesOrder
ST-244,Interview,Vision,Vision,Chinese,恺明老师和同学们的对话，值得一看 | 何恺明 | Kaiming He | 原创中英字幕,To be added,京口先生,Profile Interview,29,https://www.bilibili.com/video/BV1bnfdBpEPs,Bilibili,22263,C | Community Selection,Reserve,Verified,2026-08-10,"29-minute profile interview on 京口先生, centered on vision. Reserve item for the Vision shelf.",BV1bnfdBpEPs,Vision,2026-02-04,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-245,Interview,Vision,Vision,Chinese,杨澜访谈录-开启人工智能时代 给AI一双慧眼 斯坦福大学人工智能实验室主任—李飞飞,To be added,明月空悠悠,Profile Interview,28,https://www.bilibili.com/video/BV1hJ411F71K,Bilibili,5522,B | University / Conference / Institution,Recommended,Verified,2026-08-10,"28-minute profile interview on 明月空悠悠, centered on vision. Recommended pick for the Vision shelf.",BV1hJ411F71K,Vision,2019-10-06,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-246,Interview,Vision,Vision,Chinese,李飞飞访谈：未来10年或将只剩两种工（中文语音）,To be added,明文传输不,Profile Interview,56,https://www.bilibili.com/video/BV1dy7W63E5Q,Bilibili,5491,C | Community Selection,Reserve,Verified,2026-08-10,"56-minute profile interview on 明文传输不, centered on vision. Reserve item for the Vision shelf.",BV1dy7W63E5Q,Vision,2026-06-27,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-247,Interview,Vision,Embodied AI; Robotics; World Models,Chinese,李飞飞最新深度访谈：AI的下一维度不是语言，而是你看不见的空间智能！GPT做不到的“世界模型”到底有多震撼,To be added,小李知识创造财富,Profile Interview,18,https://www.bilibili.com/video/BV1q3VW6FELW,Bilibili,5365,C | Community Selection,Reserve,Verified,2026-08-10,"18-minute profile interview on 小李知识创造财富, centered on vision. Reserve item for the Vision shelf.",BV1q3VW6FELW,Vision,2026-05-28,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-248,Interview,Vision,Agents; Multi-Agent Systems,Chinese,回家丨赤子归航 对话人工智能专家朱松纯,To be added,嫣予゜,Profile Interview,41,https://www.bilibili.com/video/BV14sFzzzEMd,Bilibili,3939,C | Community Selection,Reserve,Verified,2026-08-10,"41-minute profile interview on 嫣予゜, centered on vision. Reserve item for the Vision shelf.",BV14sFzzzEMd,Vision,2026-02-06,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-249,Interview,Vision,Vision,Chinese,萨提亚·纳德拉与沈向洋CVPR对谈：那些未来可期的计算机视觉研究与应用,To be added,微软科技,Profile Interview,25,https://www.bilibili.com/video/BV1hi4y1G7zS,Bilibili,3264,C | Community Selection,Reserve,Verified,2026-08-10,"25-minute profile interview on 微软科技, centered on vision. Reserve item for the Vision shelf.",BV1hi4y1G7zS,Vision,2020-06-18,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-250,Interview,Robotics,Embodied AI; Robotics; World Models,Chinese,首档机器人与人类对谈的视频播客！机器人聊搞抽象，把刘擎整崩溃了？丨硅基聊天室EP01【视频播客】,视频播客,硅基聊天室,Video Podcast,91,https://www.bilibili.com/video/BV1YnLB6TELA,Bilibili,1670045,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"视频播客 — 91-minute video podcast on 硅基聊天室, centered on robotics. Core selection for the Robotics shelf (~1.7M views).",BV1YnLB6TELA,Robotics,2026-05-21,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-251,Interview,Robotics,Embodied AI; Robotics; World Models; Large Language Models; Foundation Models; Industry Insights,Chinese,Danfei Xu：人类数据，行为克隆，机器人GPT-3，全栈，EgoMimic，遥操作，UMI，斯坦福 | WhynotTV Podcast #5,To be added,WhynotTV,Profile Interview,137,https://www.bilibili.com/video/BV1usRgBEESe,Bilibili,188681,B | University / Conference / Institution,Recommended,Verified,2026-08-10,"137-minute profile interview on WhynotTV, centered on robotics. Recommended pick for the Robotics shelf (~189k views).",BV1usRgBEESe,Robotics,2026-05-01,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-252,Interview,Robotics,Embodied AI; Robotics; World Models; Reinforcement Learning; Policy Optimization,Chinese,对Physical Intelligence柯丽一鸣4小时访谈：PI的开源模型研究，机器人的江湖、族谱与主角,To be added,张小珺商业访谈录,Profile Interview,226,https://www.bilibili.com/video/BV12bNB6vEtt,Bilibili,86567,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,"226-minute profile interview on 张小珺商业访谈录, centered on robotics. Core selection for the Robotics shelf; part of 张小珺商业访谈录, published 2026-07-16.",BV12bNB6vEtt,Robotics,2026-07-16,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20260716
ST-253,Interview,Robotics,Embodied AI; Robotics; World Models,Chinese,90 后华为天才少年的具身启航：具身是一场马拉松，VLA 和世界模型都不是答案｜与黄青虬的访谈,To be added,卫诗婕_漫谈播客集,Profile Interview,146,https://www.bilibili.com/video/BV1ijuc6XEec,Bilibili,19648,B | University / Conference / Institution,Recommended,Verified,2026-08-10,"146-minute profile interview on 卫诗婕_漫谈播客集, centered on robotics. Recommended pick for the Robotics shelf; part of 卫诗婕｜漫谈播客集, published 2026-08-04.",BV1ijuc6XEec,Robotics,2026-08-04,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,wei-shijie-mantan-podcast,卫诗婕｜漫谈播客集,20260804
ST-254,Interview,Robotics,Embodied AI; Robotics; World Models,Chinese,对话稚晖君X王闯 我们看清了人形机器人的下一站,To be added,看看新闻Knews,Profile Interview,12,https://www.bilibili.com/video/BV1GSXZBSERC,Bilibili,12033,C | Community Selection,Reserve,Verified,2026-08-10,"12-minute profile interview on 看看新闻Knews, centered on robotics. Reserve item for the Robotics shelf.",BV1GSXZBSERC,Robotics,2026-04-02,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-255,Interview,Robotics,Robotics,Chinese,对话博登智能创始人赵捷：Physical AI的新竞争，将真实世界数据沉淀为模型资产,博登智能创始人赵捷,观察者网,Profile Interview,20,https://www.bilibili.com/video/BV1eFKP6nEAN,Bilibili,3642,C | Community Selection,Reserve,Verified,2026-08-10,"博登智能创始人赵捷 — 20-minute profile interview on 观察者网, centered on robotics. Reserve item for the Robotics shelf.",BV1eFKP6nEAN,Robotics,2026-07-18,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-256,Interview,Robotics,Embodied AI; Robotics; World Models,Chinese,对话首形科技U航：当仿生机器人拥有感情|未知之境EP002,首形科技U航,第一财经,Profile Interview,27,https://www.bilibili.com/video/BV16TKU6WEfP,Bilibili,3189,B | University / Conference / Institution,Recommended,Verified,2026-08-10,"首形科技U航 — 27-minute profile interview on 第一财经, centered on robotics. Recommended pick for the Robotics shelf.",BV16TKU6WEfP,Robotics,2026-07-20,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-257,Interview,Robotics,Embodied AI; Robotics; World Models,Chinese,【中音】李飞飞最新访谈：呼唤教育革命，人形机器人商用｜「赵何娟Talk」,中音,全球科技AI,Profile Interview,65,https://www.bilibili.com/video/BV1hLvzBEEbS,Bilibili,2744,C | Community Selection,Reserve,Verified,2026-08-10,"中音 — 65-minute profile interview on 全球科技AI, centered on robotics. Reserve item for the Robotics shelf.",BV1hLvzBEEbS,Robotics,2025-12-28,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-258,Course,World Models,Embodied AI; Robotics; World Models; Agents; Multi-Agent Systems,Chinese,全面解析“世界模型”：定义、路线、实践与AGI的更近一步【硅谷101】,硅谷101,硅谷101,Open Course / Tutorial,50,https://www.bilibili.com/video/BV11LPWzNEkm,Bilibili,274484,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Open course / tutorial from 硅谷101 covering world models. Core selection for the World Model shelf (~274k views).,BV11LPWzNEkm,World Model,2026-03-06,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-259,Course,World Models,Embodied AI; Robotics; World Models,Chinese,[浅读论文]小鹏X-World__世界模型如何实现VLA2.0的闭环仿真?,浅读论文,USTC_Beginner,Open Course / Tutorial,24,https://www.bilibili.com/video/BV1g99nBLEMM,Bilibili,17640,C | Community Selection,Reserve,Verified,2026-08-10,Open course / tutorial by 浅读论文 (USTC_Beginner) covering world models. Reserve item for the World Model shelf.,BV1g99nBLEMM,World Model,2026-04-01,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-260,Course,World Models,Embodied AI; Robotics; World Models; Large Language Models; Foundation Models; Industry Insights,Chinese,【浙江大学-大模型导论】第22讲 世界模型,浙江大学-大模型导论,毛玉仁老师,Course Series,17,https://www.bilibili.com/video/BV1Lgcsz2Eou,Bilibili,8619,C | Community Selection,Reserve,Verified,2026-08-10,Course series by 浙江大学-大模型导论 (毛玉仁老师) covering world models. Reserve item for the World Model shelf.,BV1Lgcsz2Eou,World Model,2026-02-11,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-261,Course,World Models,Embodied AI; Robotics; World Models,Chinese,世界模型DreamerV3论文拆解：从原理到模型完整结构分析,To be added,゚海问香,Open Course / Tutorial,34,https://www.bilibili.com/video/BV1XeE96WEek,Bilibili,2069,C | Community Selection,Reserve,Verified,2026-08-10,Open course / tutorial from ゚海问香 covering world models. Reserve item for the World Model shelf.,BV1XeE96WEek,World Model,2026-06-10,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-262,Course,Agents,Agents; Multi-Agent Systems; Large Language Models; Foundation Models; Industry Insights,Chinese,黑马程序员大模型RAG与Agent智能体项目实战教程，基于主流的LangChain技术从大模型提示词到实战项目,To be added,黑马程序员,Open Course / Tutorial,932,https://www.bilibili.com/video/BV1yjz5BLEoY,Bilibili,3220640,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Open course / tutorial from 黑马程序员 covering agents. Core selection for the Agent shelf (~3.2M views).,BV1yjz5BLEoY,Agent,2026-01-21,,,true,all 67 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-263,Course,Agents,Agents; Multi-Agent Systems; Large Language Models; Foundation Models; Industry Insights,Chinese,2026版LangChain教程，langchain快速入门， Agent智能体rag项目实战,To be added,尚硅谷,Open Course / Tutorial,1285,https://www.bilibili.com/video/BV1rv7A6oEeP,Bilibili,1209156,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Open course / tutorial from 尚硅谷 covering agents. Core selection for the Agent shelf (~1.2M views).,BV1rv7A6oEeP,Agent,2026-06-23,,,true,all 120 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-264,Course,Agents,Agents; Multi-Agent Systems; Trustworthy AI; Content Detection; Safety,Chinese,【2026新版Agent项目实战】企业级智能体实战教程，从入门到独立开发——涵盖Dify复杂业务流编排、RAGFlow高精度检索优化、MCP协议集成，黑马程序员,2026新版Agent项目实战,博学谷,Open Course / Tutorial,467,https://www.bilibili.com/video/BV1JCzCBnEEg,Bilibili,65428,C | Community Selection,Reserve,Verified,2026-08-10,Open course / tutorial from 博学谷 covering agents. Reserve item for the Agent shelf.,BV1JCzCBnEEg,Agent,2026-01-24,,,true,all 49 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-265,Course,Agents,Agents; Multi-Agent Systems; Reinforcement Learning; Policy Optimization,Chinese,深度强化学习与多智能体强化学习 第一课,To be added,-xurunnan-,Open Course / Tutorial,186,https://www.bilibili.com/video/BV1DK411y7Dv,Bilibili,43908,C | Community Selection,Reserve,Verified,2026-08-10,"Open course / tutorial from -xurunnan- covering agents. Reserve item for the Agent shelf; part of Deep Reinforcement Learning and Multi-Agent Reinforcement Learning, published 2023-01-08.",BV1DK411y7Dv,Agent,2023-01-08,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,deep-rl-marl-course,Deep Reinforcement Learning and Multi-Agent Reinforcement Learning,20230108
ST-266,Course,Agents,Agents; Multi-Agent Systems; Reinforcement Learning; Policy Optimization,Chinese,多智能体强化学习,To be added,感知互联与数据智能,Open Course / Tutorial,50,https://www.bilibili.com/video/BV1tF411b7bg,Bilibili,18244,C | Community Selection,Reserve,Verified,2026-08-10,Open course / tutorial from 感知互联与数据智能 covering agents. Reserve item for the Agent shelf.,BV1tF411b7bg,Agent,2022-03-01,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
ST-267,Course,Agents,Agents; Multi-Agent Systems; Reinforcement Learning; Policy Optimization,Chinese,深度强化学习与多智能体强化学习 第八课（下）-多智能体强化学习MADDPG,To be added,-xurunnan-,Open Course / Tutorial,76,https://www.bilibili.com/video/BV1Fd4y1L7ZU,Bilibili,15913,C | Community Selection,Reserve,Verified,2026-08-10,"Open course / tutorial from -xurunnan- covering agents. Reserve item for the Agent shelf; part of Deep Reinforcement Learning and Multi-Agent Reinforcement Learning, published 2023-01-15.",BV1Fd4y1L7ZU,Agent,2023-01-15,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,deep-rl-marl-course,Deep Reinforcement Learning and Multi-Agent Reinforcement Learning,20230115
ST-268,Course,Agents,Agents; Multi-Agent Systems,Chinese,微软最新AI Agent入门课程 • 中英,To be added,Mindofuture,Open Course / Tutorial,129,https://www.bilibili.com/video/BV18TZYY8EuJ,Bilibili,15040,C | Community Selection,Reserve,Verified,2026-08-10,Open course / tutorial from Mindofuture covering agents. Reserve item for the Agent shelf.,BV18TZYY8EuJ,Agent,2025-03-30,,,true,all 11 parts,Bilibili public view/player APIs,Verified,2026-08-13,2026-08-13,,true,,,
